--------- beginning of /dev/log/system
07-14 12:14:51.338 W/ActivityManager(  374):   Force finishing activity com.android.packageinstaller/.PackageInstallerActivity
07-14 12:14:51.580 W/ActivityManager(  374):   Force finishing activity com.pekall.emdm/.market.activity.AppListActivity
07-14 12:14:52.080 W/ActivityManager(  374): Activity pause timeout for ActivityRecord{42e8dd90 u0 com.android.packageinstaller/.PackageInstallerActivity}
07-14 12:55:12.440 D/dalvikvm( 9806): GC_CONCURRENT freed 389K, 77% free 624K/2652K, paused 1ms+1ms, total 7ms
07-14 12:55:12.573 D/dalvikvm( 9806): GC_CONCURRENT freed 389K, 77% free 625K/2652K, paused 0ms+1ms, total 6ms
07-14 12:55:12.705 D/dalvikvm( 9806): GC_CONCURRENT freed 390K, 77% free 624K/2652K, paused 0ms+1ms, total 7ms
07-14 12:55:12.830 D/dalvikvm( 9806): GC_CONCURRENT freed 389K, 77% free 624K/2652K, paused 0ms+0ms, total 6ms
07-14 12:55:12.963 D/dalvikvm( 9806): GC_CONCURRENT freed 390K, 77% free 624K/2652K, paused 0ms+1ms, total 6ms
07-14 12:55:13.088 D/dalvikvm( 9806): GC_CONCURRENT freed 389K, 77% free 624K/2652K, paused 1ms+1ms, total 7ms
07-14 12:55:13.221 D/dalvikvm( 9806): GC_CONCURRENT freed 389K, 77% free 625K/2652K, paused 1ms+0ms, total 7ms
07-14 12:55:13.354 D/dalvikvm( 9806): GC_CONCURRENT freed 390K, 77% free 624K/2652K, paused 0ms+1ms, total 6ms
07-14 12:55:13.479 D/dalvikvm( 9806): GC_CONCURRENT freed 388K, 77% free 624K/2652K, paused 1ms+1ms, total 7ms
07-14 12:55:13.619 D/dalvikvm( 9806): GC_CONCURRENT freed 390K, 77% free 624K/2652K, paused 2ms+1ms, total 8ms
07-14 12:55:13.752 D/dalvikvm( 9806): GC_CONCURRENT freed 389K, 77% free 624K/2652K, paused 1ms+1ms, total 7ms
07-14 12:55:13.877 D/LightsService(  374): Excessive delay setting light: 67ms
07-14 12:55:13.893 D/dalvikvm( 9806): GC_CONCURRENT freed 389K, 77% free 624K/2652K, paused 0ms+0ms, total 6ms
07-14 12:55:14.026 D/dalvikvm( 9806): GC_CONCURRENT freed 389K, 77% free 624K/2652K, paused 2ms+0ms, total 8ms
07-14 12:55:14.112 D/LightsService(  374): Excessive delay setting light: 67ms
07-14 12:55:14.158 D/dalvikvm( 9806): GC_CONCURRENT freed 389K, 77% free 624K/2652K, paused 0ms+1ms, total 6ms
07-14 12:55:14.291 D/dalvikvm( 9806): GC_CONCURRENT freed 390K, 77% free 624K/2652K, paused 1ms+1ms, total 7ms
07-14 12:55:14.424 D/dalvikvm( 9806): GC_CONCURRENT freed 374K, 76% free 639K/2652K, paused 2ms+1ms, total 8ms
07-14 12:55:14.565 D/dalvikvm( 9806): GC_CONCURRENT freed 403K, 77% free 625K/2652K, paused 1ms+1ms, total 7ms
07-14 12:55:14.698 D/dalvikvm( 9806): GC_CONCURRENT freed 373K, 76% free 642K/2652K, paused 2ms+0ms, total 8ms
07-14 12:55:14.823 D/dalvikvm( 9806): GC_CONCURRENT freed 406K, 77% free 624K/2652K, paused 1ms+1ms, total 7ms
07-14 12:55:14.955 D/dalvikvm( 9806): GC_CONCURRENT freed 390K, 77% free 624K/2652K, paused 1ms+0ms, total 7ms
07-14 12:55:15.088 D/dalvikvm( 9806): GC_CONCURRENT freed 389K, 77% free 624K/2652K, paused 0ms+0ms, total 6ms
07-14 12:55:15.221 D/dalvikvm( 9806): GC_CONCURRENT freed 389K, 77% free 625K/2652K, paused 1ms+1ms, total 7ms
07-14 12:55:15.354 D/dalvikvm( 9806): GC_CONCURRENT freed 390K, 77% free 624K/2652K, paused 0ms+1ms, total 6ms
07-14 12:55:15.487 D/dalvikvm( 9806): GC_CONCURRENT freed 388K, 77% free 624K/2652K, paused 1ms+1ms, total 7ms
07-14 12:55:15.619 D/dalvikvm( 9806): GC_CONCURRENT freed 390K, 77% free 624K/2652K, paused 1ms+1ms, total 7ms
07-14 12:55:15.744 D/dalvikvm( 9806): GC_CONCURRENT freed 372K, 76% free 639K/2652K, paused 2ms+1ms, total 8ms
07-14 12:55:15.885 D/dalvikvm( 9806): GC_CONCURRENT freed 391K, 76% free 639K/2652K, paused 2ms+1ms, total 7ms
07-14 12:55:16.057 D/dalvikvm( 9806): GC_CONCURRENT freed 399K, 77% free 625K/2652K, paused 2ms+1ms, total 8ms
07-14 12:55:16.190 D/dalvikvm( 9806): GC_CONCURRENT freed 393K, 77% free 625K/2652K, paused 1ms+1ms, total 7ms
07-14 12:55:16.323 D/dalvikvm( 9806): GC_CONCURRENT freed 373K, 76% free 642K/2652K, paused 2ms+0ms, total 8ms
07-14 12:55:16.455 D/dalvikvm( 9806): GC_CONCURRENT freed 407K, 77% free 624K/2652K, paused 0ms+1ms, total 7ms
07-14 12:55:16.596 D/dalvikvm( 9806): GC_CONCURRENT freed 389K, 77% free 624K/2652K, paused 1ms+1ms, total 7ms
07-14 12:55:16.604 D/dalvikvm( 1052): GC_CONCURRENT freed 376K, 9% free 10234K/11168K, paused 4ms+3ms, total 50ms
07-14 12:55:16.658 I/PowerManagerService(  374): Going to sleep due to screen timeout...
07-14 12:55:16.666 I/PowerManagerService(  374): Waking up from sleep...
07-14 12:55:16.869 D/dalvikvm(  374): GC_FOR_ALLOC freed 527K, 28% free 19997K/27524K, paused 113ms, total 114ms
07-14 12:55:16.955 D/dalvikvm(  374): GC_FOR_ALLOC freed 751K, 29% free 19629K/27524K, paused 84ms, total 84ms
07-14 12:55:16.963 D/MdmApplication( 3494): [null:-1]->onActivityPaused market.activity.AppListActivity , mActivityCount = 3
07-14 12:55:16.963 D/MDM :   ( 3494): [null:-1]->query
07-14 12:55:16.963 D/MDM :   ( 3494): [null:-1]->QUERY_PINCODE_CHECK_RESULT
07-14 12:55:16.963 E/Mdm     ( 3494): Call Mdm service's setLastExitTime function
07-14 12:55:17.112 D/NfcService(  582): NFC-C OFF, disconnect
07-14 12:55:17.291 D/dalvikvm( 9806): GC_CONCURRENT freed 372K, 76% free 642K/2652K, paused 2ms+1ms, total 11ms
07-14 12:55:17.330 D/dalvikvm( 2019): GC_FOR_ALLOC freed 341K, 7% free 9929K/10588K, paused 69ms, total 70ms
07-14 12:55:17.377 V/KeyguardHostView(  374): hide transport, gen:43
07-14 12:55:17.377 V/KeyguardHostView(  374): music state changed: 0
07-14 12:55:17.408 D/PhoneStatusBar(  450): disable: < expand icons alerts ticker system_info back home RECENT* clock search >
07-14 12:55:17.440 V/TAG     (  374): bug 7643792: fitSystemWindows([0,50][0,0])
07-14 12:55:17.448 D/MDM :   ( 3494): [null:-1]->query
07-14 12:55:17.448 D/MDM :   ( 3494): [null:-1]->QUERY_SETTING_PIN_ONOFF
07-14 12:55:17.471 D/LightsService(  374): Excessive delay setting light: 95ms
07-14 12:55:17.479 D/dalvikvm( 9806): GC_CONCURRENT freed 392K, 76% free 638K/2652K, paused 1ms+0ms, total 7ms
07-14 12:55:17.635 D/LightsService(  374): Excessive delay setting light: 159ms
07-14 12:55:17.705 D/LightsService(  374): Excessive delay setting light: 64ms
07-14 12:55:17.713 D/PhoneStatusBar(  450): disable: < expand icons alerts ticker system_info BACK* HOME* RECENT CLOCK* search >
07-14 12:55:17.815 I/WindowManager(  374): Lock screen displayed!
07-14 12:55:17.823 V/DigitalWidgetViewsFactory( 2502): DigitalWidget sets next alarm string to null
07-14 12:55:17.862 D/LightsService(  374): Excessive delay setting light: 158ms
07-14 12:55:17.987 D/dalvikvm(  636): GC_FOR_ALLOC freed 1007K, 11% free 12678K/14092K, paused 199ms, total 200ms
07-14 12:55:18.330 D/AndroidRuntime( 9883): 
07-14 12:55:18.330 D/AndroidRuntime( 9883): >>>>>> AndroidRuntime START com.android.internal.os.RuntimeInit <<<<<<
07-14 12:55:18.330 D/AndroidRuntime( 9883): CheckJNI is OFF
07-14 12:55:18.346 D/dalvikvm( 9883): Trying to load lib libjavacore.so 0x0
07-14 12:55:18.354 D/dalvikvm( 9883): Added shared lib libjavacore.so 0x0
07-14 12:55:18.369 D/dalvikvm( 9883): Trying to load lib libnativehelper.so 0x0
07-14 12:55:18.369 D/dalvikvm( 9883): Added shared lib libnativehelper.so 0x0
07-14 12:55:18.487 D/dalvikvm( 9806): GC_CONCURRENT freed 362K, 76% free 661K/2652K, paused 0ms+1ms, total 7ms
07-14 12:55:18.487 D/LightsService(  374): Excessive delay setting light: 623ms
07-14 12:55:18.565 I/QueryController( 9806): Matched selector: UiSelector[DESCRIPTION=滑动区域。] <<==>> [android.view.accessibility.AccessibilityNodeInfo@3da18c; boundsInParent: Rect(0, 0 - 720, 756); boundsInScreen: Rect(0, 547 - 720, 1303); packageName: android; className: android.view.View; text: null; contentDescription: 滑动区域。; viewIdResName: android:id/glow_pad_view; checkable: false; checked: false; focusable: false; focused: false; selected: false; clickable: false; longClickable: false; enabled: true; password: false; scrollable: false; [ACTION_SELECT, ACTION_CLEAR_SELECTION, ACTION_ACCESSIBILITY_FOCUS, ACTION_NEXT_AT_MOVEMENT_GRANULARITY, ACTION_PREVIOUS_AT_MOVEMENT_GRANULARITY, ACTION_SET_SELECTION]]
07-14 12:55:18.573 W/GlowPadView(  374): The number of target drawables must be equal to the number of direction descriptions.
07-14 12:55:18.635 D/AndroidRuntime( 9883): Calling main entry com.qihoo360.powerctl.root.app.App
07-14 12:55:18.643 D/AndroidRuntime( 9883): Shutting down VM
07-14 12:55:18.643 I/AndroidRuntime( 9883): NOTE: attach of thread 'Binder_1' failed
07-14 12:55:18.643 D/dalvikvm( 9883): GC_CONCURRENT freed 114K, 22% free 467K/592K, paused 1ms+0ms, total 4ms
07-14 12:55:18.908 D/MdmApplication( 3494): [null:-1]->onActivityStarted market.activity.AppListActivity , mActivityCount = 2
07-14 12:55:18.908 D/MDM :   ( 3494): [null:-1]->query
07-14 12:55:18.908 D/MDM :   ( 3494): [null:-1]->QUERY_PINCODE_CHECK_RESULT
07-14 12:55:18.916 D/PhoneStatusBar(  450): disable: < expand icons alerts ticker system_info BACK HOME recent* CLOCK search >
07-14 12:55:18.940 D/NfcService(  582): NFC-C ON
07-14 12:55:18.979 D/PhoneStatusBar(  450): disable: < expand icons alerts ticker system_info back* home* recent clock* search >
07-14 12:55:18.994 W/InputMethodManagerService(  374): Window already focused, ignoring focus gain of: com.android.internal.view.IInputMethodClient$Stub$Proxy@42d55918 attribute=android.view.inputmethod.EditorInfo@42d7da10, token = android.os.BinderProxy@431501e8
07-14 12:55:19.291 I/RootJni ( 9906): su: permission denied
07-14 12:55:19.440 V/TAG     (  374): bug 7643792: fitSystemWindows([0,50][0,0])
07-14 12:55:19.471 D/AndroidRuntime( 9905): 
07-14 12:55:19.471 D/AndroidRuntime( 9905): >>>>>> AndroidRuntime START com.android.internal.os.RuntimeInit <<<<<<
07-14 12:55:19.471 D/AndroidRuntime( 9905): CheckJNI is OFF
07-14 12:55:19.487 D/dalvikvm( 9905): Trying to load lib libjavacore.so 0x0
07-14 12:55:19.494 D/dalvikvm( 9905): Added shared lib libjavacore.so 0x0
07-14 12:55:19.510 D/dalvikvm( 9905): Trying to load lib libnativehelper.so 0x0
07-14 12:55:19.510 D/dalvikvm( 9905): Added shared lib libnativehelper.so 0x0
07-14 12:55:19.744 D/dalvikvm( 9806): GC_CONCURRENT freed 433K, 76% free 641K/2652K, paused 2ms+0ms, total 15ms
07-14 12:55:19.768 D/AndroidRuntime( 9905): Calling main entry com.qihoo360.powerctl.root.app.App
07-14 12:55:19.776 D/AndroidRuntime( 9905): Shutting down VM
07-14 12:55:19.776 D/dalvikvm( 9905): GC_CONCURRENT freed 114K, 22% free 467K/592K, paused 0ms+1ms, total 3ms
07-14 12:55:19.776 I/AndroidRuntime( 9905): NOTE: attach of thread 'Binder_1' failed
07-14 12:55:19.893 D/dalvikvm( 9806): GC_CONCURRENT freed 407K, 77% free 624K/2652K, paused 1ms+0ms, total 7ms
07-14 12:55:20.049 D/dalvikvm( 9806): GC_CONCURRENT freed 372K, 76% free 642K/2652K, paused 1ms+1ms, total 8ms
07-14 12:55:20.198 D/dalvikvm( 9806): GC_CONCURRENT freed 406K, 77% free 624K/2652K, paused 1ms+1ms, total 7ms
07-14 12:55:20.330 D/dalvikvm( 9806): GC_CONCURRENT freed 390K, 77% free 624K/2652K, paused 1ms+0ms, total 7ms
07-14 12:55:20.471 D/dalvikvm( 9806): GC_CONCURRENT freed 390K, 77% free 623K/2652K, paused 1ms+1ms, total 8ms
07-14 12:55:20.604 D/dalvikvm( 9806): GC_CONCURRENT freed 371K, 76% free 642K/2652K, paused 1ms+1ms, total 9ms
07-14 12:55:20.627 D/dalvikvm( 1052): GC_CONCURRENT freed 612K, 11% free 10009K/11168K, paused 4ms+6ms, total 48ms
07-14 12:55:20.744 D/dalvikvm( 9806): GC_CONCURRENT freed 408K, 77% free 623K/2652K, paused 1ms+0ms, total 8ms
07-14 12:55:20.869 D/dalvikvm( 9806): GC_CONCURRENT freed 387K, 77% free 624K/2652K, paused 1ms+1ms, total 8ms
07-14 12:55:21.010 D/dalvikvm( 9806): GC_CONCURRENT freed 390K, 77% free 624K/2652K, paused 0ms+1ms, total 7ms
07-14 12:55:21.151 D/dalvikvm( 9806): GC_CONCURRENT freed 390K, 77% free 623K/2652K, paused 2ms+0ms, total 9ms
07-14 12:55:21.276 D/dalvikvm( 9806): GC_CONCURRENT freed 389K, 77% free 624K/2652K, paused 0ms+0ms, total 7ms
07-14 12:55:21.455 D/dalvikvm( 3494): GC_CONCURRENT freed 4657K, 18% free 22558K/27332K, paused 6ms+23ms, total 177ms
07-14 12:55:21.471 D/dalvikvm( 9806): GC_CONCURRENT freed 390K, 77% free 623K/2652K, paused 0ms+1ms, total 7ms
07-14 12:55:21.604 D/dalvikvm( 9806): GC_CONCURRENT freed 387K, 77% free 624K/2652K, paused 1ms+1ms, total 8ms
07-14 12:55:21.744 D/dalvikvm( 9806): GC_CONCURRENT freed 390K, 77% free 624K/2652K, paused 0ms+1ms, total 7ms
07-14 12:55:21.885 D/dalvikvm( 9806): GC_CONCURRENT freed 390K, 77% free 623K/2652K, paused 2ms+1ms, total 9ms
07-14 12:55:22.018 D/dalvikvm( 9806): GC_CONCURRENT freed 389K, 77% free 624K/2652K, paused 2ms+0ms, total 9ms
07-14 12:55:22.158 D/dalvikvm( 9806): GC_CONCURRENT freed 390K, 77% free 623K/2652K, paused 1ms+1ms, total 8ms
07-14 12:55:22.291 D/dalvikvm( 9806): GC_CONCURRENT freed 387K, 77% free 624K/2652K, paused 0ms+0ms, total 6ms
07-14 12:55:22.424 D/dalvikvm( 9806): GC_CONCURRENT freed 390K, 77% free 624K/2652K, paused 1ms+1ms, total 7ms
07-14 12:55:22.557 D/dalvikvm( 9806): GC_CONCURRENT freed 390K, 77% free 623K/2652K, paused 2ms+1ms, total 9ms
07-14 12:55:22.682 D/dalvikvm( 9806): GC_CONCURRENT freed 389K, 77% free 624K/2652K, paused 0ms+0ms, total 7ms
07-14 12:55:22.815 D/dalvikvm( 9806): GC_CONCURRENT freed 390K, 77% free 623K/2652K, paused 0ms+0ms, total 7ms
07-14 12:55:22.940 D/dalvikvm( 9806): GC_CONCURRENT freed 387K, 77% free 625K/2652K, paused 1ms+1ms, total 7ms
07-14 12:55:23.073 D/dalvikvm( 9806): GC_CONCURRENT freed 391K, 77% free 624K/2652K, paused 0ms+1ms, total 6ms
07-14 12:55:23.205 D/dalvikvm( 9806): GC_CONCURRENT freed 390K, 77% free 623K/2652K, paused 0ms+0ms, total 7ms
07-14 12:55:23.330 D/dalvikvm( 9806): GC_CONCURRENT freed 389K, 77% free 624K/2652K, paused 0ms+0ms, total 6ms
07-14 12:55:23.455 D/dalvikvm( 9806): GC_CONCURRENT freed 390K, 77% free 624K/2652K, paused 1ms+1ms, total 7ms
07-14 12:55:23.588 D/dalvikvm( 9806): GC_CONCURRENT freed 388K, 77% free 624K/2652K, paused 2ms+1ms, total 8ms
07-14 12:55:23.721 D/dalvikvm( 9806): GC_CONCURRENT freed 390K, 77% free 624K/2652K, paused 0ms+0ms, total 7ms
07-14 12:55:23.854 D/dalvikvm( 9806): GC_CONCURRENT freed 390K, 77% free 623K/2652K, paused 1ms+1ms, total 7ms
07-14 12:55:23.979 D/dalvikvm( 9806): GC_CONCURRENT freed 388K, 77% free 624K/2652K, paused 1ms+1ms, total 7ms
07-14 12:55:24.112 D/dalvikvm( 9806): GC_CONCURRENT freed 390K, 77% free 624K/2652K, paused 2ms+1ms, total 8ms
07-14 12:55:24.244 D/dalvikvm( 9806): GC_CONCURRENT freed 388K, 77% free 624K/2652K, paused 1ms+1ms, total 7ms
07-14 12:55:24.369 D/dalvikvm( 9806): GC_CONCURRENT freed 390K, 77% free 624K/2652K, paused 0ms+0ms, total 6ms
07-14 12:55:24.502 D/dalvikvm( 9806): GC_CONCURRENT freed 389K, 77% free 624K/2652K, paused 0ms+0ms, total 7ms
07-14 12:55:24.627 D/dalvikvm( 9806): GC_CONCURRENT freed 389K, 77% free 624K/2652K, paused 0ms+1ms, total 7ms
07-14 12:55:24.760 D/dalvikvm( 9806): GC_CONCURRENT freed 391K, 77% free 623K/2652K, paused 0ms+1ms, total 7ms
07-14 12:55:24.885 D/dalvikvm( 9806): GC_CONCURRENT freed 387K, 77% free 624K/2652K, paused 1ms+1ms, total 7ms
07-14 12:55:25.018 D/dalvikvm( 9806): GC_CONCURRENT freed 390K, 77% free 624K/2652K, paused 0ms+0ms, total 6ms
07-14 12:55:25.143 D/dalvikvm( 9806): GC_CONCURRENT freed 390K, 77% free 623K/2652K, paused 1ms+1ms, total 7ms
07-14 12:55:25.268 D/dalvikvm( 9806): GC_CONCURRENT freed 389K, 77% free 624K/2652K, paused 0ms+0ms, total 6ms
07-14 12:55:25.401 D/dalvikvm( 9806): GC_CONCURRENT freed 390K, 77% free 624K/2652K, paused 1ms+1ms, total 7ms
07-14 12:55:25.526 D/dalvikvm( 9806): GC_CONCURRENT freed 387K, 77% free 625K/2652K, paused 1ms+1ms, total 7ms
07-14 12:55:25.658 D/dalvikvm( 9806): GC_CONCURRENT freed 391K, 77% free 624K/2652K, paused 2ms+1ms, total 8ms
07-14 12:55:25.791 D/dalvikvm( 9806): GC_CONCURRENT freed 390K, 77% free 623K/2652K, paused 1ms+1ms, total 7ms
07-14 12:55:25.916 D/dalvikvm( 9806): GC_CONCURRENT freed 388K, 77% free 624K/2652K, paused 1ms+1ms, total 7ms
07-14 12:55:26.049 D/dalvikvm( 9806): GC_CONCURRENT freed 390K, 77% free 624K/2652K, paused 1ms+1ms, total 7ms
07-14 12:55:26.174 D/dalvikvm( 9806): GC_CONCURRENT freed 387K, 77% free 625K/2652K, paused 1ms+1ms, total 7ms
07-14 12:55:26.307 D/dalvikvm( 9806): GC_CONCURRENT freed 391K, 77% free 624K/2652K, paused 1ms+1ms, total 7ms
07-14 12:55:26.432 D/dalvikvm( 9806): GC_CONCURRENT freed 390K, 77% free 623K/2652K, paused 1ms+1ms, total 8ms
07-14 12:55:26.596 D/dalvikvm( 9806): GC_CONCURRENT freed 389K, 77% free 624K/2652K, paused 0ms+0ms, total 8ms
07-14 12:55:26.729 D/dalvikvm( 9806): GC_CONCURRENT freed 390K, 77% free 623K/2652K, paused 0ms+1ms, total 7ms
07-14 12:55:26.862 D/dalvikvm( 9806): GC_CONCURRENT freed 387K, 77% free 624K/2652K, paused 1ms+1ms, total 7ms
07-14 12:55:26.987 D/dalvikvm( 9806): GC_CONCURRENT freed 390K, 77% free 624K/2652K, paused 0ms+0ms, total 6ms
07-14 12:55:27.119 D/dalvikvm( 9806): GC_CONCURRENT freed 389K, 77% free 624K/2652K, paused 1ms+1ms, total 7ms
07-14 12:55:27.252 D/dalvikvm( 9806): GC_CONCURRENT freed 389K, 77% free 624K/2652K, paused 1ms+1ms, total 8ms
07-14 12:55:27.393 D/dalvikvm( 9806): GC_CONCURRENT freed 391K, 77% free 623K/2652K, paused 2ms+1ms, total 8ms
07-14 12:55:27.526 D/dalvikvm( 9806): GC_CONCURRENT freed 387K, 77% free 624K/2652K, paused 1ms+1ms, total 7ms
07-14 12:55:27.658 D/dalvikvm( 9806): GC_CONCURRENT freed 390K, 77% free 624K/2652K, paused 0ms+1ms, total 7ms
07-14 12:55:27.799 D/dalvikvm( 9806): GC_CONCURRENT freed 389K, 77% free 624K/2652K, paused 1ms+1ms, total 7ms
07-14 12:55:27.924 D/dalvikvm( 9806): GC_CONCURRENT freed 389K, 77% free 624K/2652K, paused 0ms+0ms, total 6ms
07-14 12:55:28.057 D/dalvikvm( 9806): GC_CONCURRENT freed 390K, 77% free 623K/2652K, paused 1ms+0ms, total 7ms
07-14 12:55:28.182 D/dalvikvm( 9806): GC_CONCURRENT freed 387K, 77% free 624K/2652K, paused 0ms+0ms, total 6ms
07-14 12:55:28.315 D/dalvikvm( 9806): GC_CONCURRENT freed 390K, 77% free 624K/2652K, paused 0ms+1ms, total 7ms
07-14 12:55:28.448 D/dalvikvm( 9806): GC_CONCURRENT freed 389K, 77% free 624K/2652K, paused 0ms+0ms, total 7ms
07-14 12:55:28.573 D/dalvikvm( 9806): GC_CONCURRENT freed 389K, 77% free 624K/2652K, paused 1ms+0ms, total 7ms
07-14 12:55:28.705 D/dalvikvm( 9806): GC_CONCURRENT freed 390K, 77% free 624K/2652K, paused 0ms+0ms, total 6ms
07-14 12:55:28.838 D/dalvikvm( 9806): GC_CONCURRENT freed 388K, 77% free 624K/2652K, paused 1ms+1ms, total 7ms
07-14 12:55:28.963 D/dalvikvm( 9806): GC_CONCURRENT freed 390K, 77% free 624K/2652K, paused 0ms+0ms, total 6ms
07-14 12:55:29.096 D/dalvikvm( 9806): GC_CONCURRENT freed 389K, 77% free 624K/2652K, paused 0ms+0ms, total 6ms
07-14 12:55:29.237 D/dalvikvm( 9806): GC_CONCURRENT freed 389K, 77% free 624K/2652K, paused 1ms+1ms, total 16ms
07-14 12:55:29.346 D/dalvikvm( 3494): GC_CONCURRENT freed 4520K, 18% free 22566K/27252K, paused 4ms+30ms, total 203ms
