--------- beginning of /dev/log/system
07-11 13:52:26.719 I/ActivityManager(  374): No longer want com.google.android.apps.maps:FriendService (pid 27635): empty #17
07-11 14:51:38.742 D/dalvikvm( 6245): GC_CONCURRENT freed 544K, 7% free 9391K/10012K, paused 13ms+3ms, total 37ms
07-11 14:51:38.758 D/dalvikvm( 8138): GC_CONCURRENT freed 184K, 3% free 9407K/9628K, paused 3ms+3ms, total 29ms
07-11 14:51:40.062 D/dalvikvm( 7852): GC_FOR_ALLOC freed 571K, 60% free 599K/1472K, paused 12ms, total 12ms
07-11 14:51:43.140 I/PackageManager(  374): Verification timed out for file:///storage/emulated/0/MDM/download/commojimjweather.apk
07-11 14:51:43.140 I/PackageManager(  374): Continuing with installation of file:///storage/emulated/0/MDM/download/commojimjweather.apk
07-11 14:51:43.164 D/Finsky  ( 5250): [1] PackageVerificationReceiver.onReceive: Verification requested, id = 11
07-11 14:51:43.164 D/Finsky  ( 5250): [1] PackageVerificationService.cancelVerificationIntent: Cancel active verification id=11
07-11 14:51:43.484 I/ActivityManager(  374): Process com.google.android.apps.plus (pid 7365) has died.
07-11 14:51:43.570 W/ActivityManager(  374): No content provider found for permission revoke: file:///storage/emulated/0/MDM/download/commojimjweather.apk
07-11 14:51:43.578 I/PackageManager(  374): Copying native libraries to /data/app-lib/vmdl-457442830
07-11 14:51:44.156 D/dalvikvm(  374): GC_CONCURRENT freed 2506K, 27% free 23962K/32488K, paused 10ms+11ms, total 122ms
07-11 14:51:44.156 D/dalvikvm(  374): WAIT_FOR_CONCURRENT_GC blocked 101ms
07-11 14:51:44.804 D/dalvikvm(  374): GC_CONCURRENT freed 1566K, 20% free 26165K/32488K, paused 4ms+14ms, total 145ms
07-11 14:51:44.804 D/dalvikvm(  374): WAIT_FOR_CONCURRENT_GC blocked 126ms
07-11 14:51:45.867 D/dalvikvm(  374): GC_CONCURRENT freed 4580K, 21% free 25832K/32488K, paused 6ms+16ms, total 162ms
07-11 14:51:46.429 D/dalvikvm( 7852): GC_FOR_ALLOC freed 503K, 59% free 608K/1472K, paused 7ms, total 8ms
07-11 14:51:46.492 D/dalvikvm(  374): GC_CONCURRENT freed 4222K, 21% free 25843K/32488K, paused 5ms+17ms, total 193ms
07-11 14:51:46.492 D/dalvikvm(  374): WAIT_FOR_CONCURRENT_GC blocked 157ms
07-11 14:51:46.719 D/dalvikvm( 7852): GC_FOR_ALLOC freed 515K, 59% free 605K/1472K, paused 7ms, total 7ms
07-11 14:51:46.976 D/dalvikvm( 7852): GC_FOR_ALLOC freed 509K, 59% free 607K/1472K, paused 6ms, total 6ms
07-11 14:51:47.101 D/dalvikvm( 8084): GC_CONCURRENT freed 3294K, 26% free 9791K/13112K, paused 3ms+24ms, total 95ms
07-11 14:51:47.125 D/dalvikvm(  374): GC_CONCURRENT freed 4208K, 21% free 25873K/32488K, paused 4ms+16ms, total 215ms
07-11 14:51:47.125 D/dalvikvm(  374): WAIT_FOR_CONCURRENT_GC blocked 202ms
07-11 14:51:47.289 D/dalvikvm( 7852): GC_FOR_ALLOC freed 517K, 60% free 602K/1472K, paused 6ms, total 6ms
07-11 14:51:47.304 W/Settings(25429): Setting airplane_mode_on has moved from android.provider.Settings.System to android.provider.Settings.Global, returning read-only value.
07-11 14:51:47.304 W/Settings(25429): Setting mobile_data has moved from android.provider.Settings.Secure to android.provider.Settings.Global.
07-11 14:51:47.304 D/BluetoothAdapter(25429): 1108510848: getState() :  mService = null. Returning STATE_OFF
07-11 14:51:47.304 W/Settings(25429): Setting airplane_mode_on has moved from android.provider.Settings.System to android.provider.Settings.Global, returning read-only value.
07-11 14:51:47.336 W/Settings(25429): Setting airplane_mode_on has moved from android.provider.Settings.System to android.provider.Settings.Global, returning read-only value.
07-11 14:51:47.336 W/Settings(25429): Setting mobile_data has moved from android.provider.Settings.Secure to android.provider.Settings.Global.
07-11 14:51:47.336 D/BluetoothAdapter(25429): 1108510848: getState() :  mService = null. Returning STATE_OFF
07-11 14:51:47.336 W/Settings(25429): Setting airplane_mode_on has moved from android.provider.Settings.System to android.provider.Settings.Global, returning read-only value.
07-11 14:51:47.648 D/dalvikvm(  374): GC_CONCURRENT freed 4203K, 21% free 25910K/32488K, paused 5ms+13ms, total 143ms
07-11 14:51:47.648 D/dalvikvm(  374): WAIT_FOR_CONCURRENT_GC blocked 129ms
07-11 14:51:48.008 D/dalvikvm( 7852): GC_FOR_ALLOC freed 507K, 59% free 607K/1472K, paused 7ms, total 7ms
07-11 14:51:48.148 I/PackageManager(  374): Running dexopt on: com.moji.mjweather
07-11 14:51:48.304 D/dalvikvm( 7852): GC_FOR_ALLOC freed 513K, 59% free 605K/1472K, paused 6ms, total 6ms
07-11 14:51:48.570 D/dalvikvm( 7852): GC_FOR_ALLOC freed 511K, 59% free 606K/1472K, paused 8ms, total 9ms
07-11 14:51:48.875 D/dalvikvm( 7852): GC_FOR_ALLOC freed 517K, 60% free 601K/1472K, paused 6ms, total 7ms
07-11 14:51:48.890 D/dalvikvm( 8084): GC_CONCURRENT freed 957K, 30% free 9222K/13112K, paused 3ms+5ms, total 61ms
07-11 14:51:49.148 D/dalvikvm( 7852): GC_FOR_ALLOC freed 504K, 59% free 608K/1472K, paused 6ms, total 8ms
07-11 14:51:49.375 D/dalvikvm( 7852): GC_FOR_ALLOC freed 513K, 59% free 607K/1472K, paused 9ms, total 9ms
07-11 14:51:49.383 D/dalvikvm( 8175): DexOpt: 'Landroid/net/http/SslError;' has an earlier definition; blocking out
07-11 14:51:49.508 W/dalvikvm( 8175): method Lcom/actionbarsherlock/internal/widget/IcsLinearLayout;.drawDividersHorizontal incorrectly overrides package-private method with same name in Landroid/widget/LinearLayout;
07-11 14:51:49.508 W/dalvikvm( 8175): method Lcom/actionbarsherlock/internal/widget/IcsLinearLayout;.drawDividersVertical incorrectly overrides package-private method with same name in Landroid/widget/LinearLayout;
07-11 14:51:49.508 W/dalvikvm( 8175): method Lcom/actionbarsherlock/internal/widget/IcsLinearLayout;.drawHorizontalDivider incorrectly overrides package-private method with same name in Landroid/widget/LinearLayout;
07-11 14:51:49.508 W/dalvikvm( 8175): method Lcom/actionbarsherlock/internal/widget/IcsLinearLayout;.drawVerticalDivider incorrectly overrides package-private method with same name in Landroid/widget/LinearLayout;
07-11 14:51:49.687 D/dalvikvm( 7852): GC_FOR_ALLOC freed 513K, 59% free 605K/1472K, paused 7ms, total 7ms
07-11 14:51:49.937 D/dalvikvm( 7852): GC_FOR_ALLOC freed 510K, 59% free 606K/1472K, paused 7ms, total 7ms
07-11 14:51:50.015 D/dalvikvm( 8175): DexOpt: not verifying/optimizing 'Landroid/net/http/SslError;': multiple definitions
07-11 14:51:50.094 D/dalvikvm( 8175): DexOpt: load 648ms, verify+opt 78ms, 4232804 bytes
07-11 14:51:50.148 D/dalvikvm( 8084): GC_CONCURRENT freed 392K, 30% free 9225K/13112K, paused 14ms+3ms, total 54ms
07-11 14:51:50.195 I/ActivityManager(  374): Force stopping package com.moji.mjweather appid=10082 user=-1
07-11 14:51:50.234 D/dalvikvm( 7852): GC_FOR_ALLOC freed 518K, 60% free 600K/1472K, paused 6ms, total 6ms
07-11 14:51:50.453 D/dalvikvm( 7852): GC_FOR_ALLOC freed 504K, 59% free 608K/1472K, paused 6ms, total 7ms
07-11 14:51:50.461 W/PackageManager(  374): Not granting permission android.permission.SEND_DOWNLOAD_COMPLETED_INTENTS to package com.google.android.browser (protectionLevel=2 flags=0x89be45)
07-11 14:51:50.469 W/PackageManager(  374): Not granting permission android.permission.WRITE_SECURE_SETTINGS to package com.qihoo360.mobilesafe.opti.powerctl (protectionLevel=50 flags=0x80be44)
07-11 14:51:50.469 W/PackageManager(  374): Unknown permission android.permission.READ_SETTINGS in package com.qihoo360.mobilesafe.opti.powerctl
07-11 14:51:50.476 W/PackageManager(  374): Not granting permission android.permission.READ_LOGS to package com.qihoo360.mobilesafe.opti.powerctl (protectionLevel=50 flags=0x80be44)
07-11 14:51:50.476 W/PackageManager(  374): Not granting permission android.permission.STATUS_BAR to package com.qihoo360.mobilesafe.opti.powerctl (protectionLevel=18 flags=0x80be44)
07-11 14:51:50.476 W/PackageManager(  374): Unknown permission android.permission.ADD_SYSTEM_SERVICE in package com.android.phone
07-11 14:51:50.484 W/PackageManager(  374): Unknown permission com.android.smspush.WAPPUSH_MANAGER_BIND in package com.android.phone
07-11 14:51:50.484 W/PackageManager(  374): Not granting permission android.permission.READ_LOGS to package com.qihoo.root (protectionLevel=50 flags=0x80be44)
07-11 14:51:50.484 W/PackageManager(  374): Not granting permission android.permission.INSTALL_PACKAGES to package com.qihoo.root (protectionLevel=18 flags=0x80be44)
07-11 14:51:50.484 W/PackageManager(  374): Not granting permission android.permission.DELETE_PACKAGES to package com.qihoo.root (protectionLevel=18 flags=0x80be44)
07-11 14:51:50.492 W/PackageManager(  374): Unknown permission com.android.vending.billing.IBillingAccountService.BIND2 in package com.google.android.gsf.login
07-11 14:51:50.500 W/PackageManager(  374): Unknown permission com.android.chrome.TOS_ACKED in package com.google.android.gsf.login
07-11 14:51:50.500 W/PackageManager(  374): Unknown permission com.android.gallery3d.permission.GALLERY_PROVIDER in package com.android.bluetooth
07-11 14:51:50.500 W/PackageManager(  374): Not granting permission android.permission.INSTALL_PACKAGES to package com.mgyapp.android (protectionLevel=18 flags=0x88be44)
07-11 14:51:50.500 W/PackageManager(  374): Not granting permission android.permission.DELETE_PACKAGES to package com.mgyapp.android (protectionLevel=18 flags=0x88be44)
07-11 14:51:50.500 W/PackageManager(  374): Not granting permission android.permission.FORCE_STOP_PACKAGES to package com.mgyapp.android (protectionLevel=2 flags=0x88be44)
07-11 14:51:50.500 W/PackageManager(  374): Not granting permission android.permission.DELETE_CACHE_FILES to package com.mgyapp.android (protectionLevel=18 flags=0x88be44)
07-11 14:51:50.508 W/PackageManager(  374): Not granting permission android.permission.READ_LOGS to package com.mgyapp.android (protectionLevel=50 flags=0x88be44)
07-11 14:51:50.508 W/PackageManager(  374): Not granting permission android.permission.WRITE_SECURE_SETTINGS to package com.mgyapp.android (protectionLevel=50 flags=0x88be44)
07-11 14:51:50.508 W/PackageManager(  374): Unknown permission android.permission.READ_OWNER_DATA in package com.mgyapp.android
07-11 14:51:50.508 W/PackageManager(  374): Unknown permission android.permission.WRITE_OWNER_DATA in package com.mgyapp.android
07-11 14:51:50.508 W/PackageManager(  374): Not granting permission android.permission.ACCESS_CACHE_FILESYSTEM to package com.mgyapp.android (protectionLevel=18 flags=0x88be44)
07-11 14:51:50.508 W/PackageManager(  374): Not granting permission android.permission.WRITE_APN_SETTINGS to package com.mgyapp.android (protectionLevel=18 flags=0x88be44)
07-11 14:51:50.508 W/PackageManager(  374): Not granting permission android.permission.MOUNT_UNMOUNT_FILESYSTEMS to package com.mgyapp.android (protectionLevel=18 flags=0x88be44)
07-11 14:51:50.508 W/PackageManager(  374): Unknown permission android.permission.RECEIVE_USER_PRESENT in package com.mgyapp.android
07-11 14:51:50.508 W/PackageManager(  374): Not granting permission android.permission.MODIFY_PHONE_STATE to package com.qihoo360.mobilesafe (protectionLevel=18 flags=0x88be44)
07-11 14:51:50.508 W/PackageManager(  374): Not granting permission android.permission.WRITE_SECURE_SETTINGS to package com.qihoo360.mobilesafe (protectionLevel=50 flags=0x88be44)
07-11 14:51:50.508 W/PackageManager(  374): Not granting permission android.permission.WRITE_APN_SETTINGS to package com.qihoo360.mobilesafe (protectionLevel=18 flags=0x88be44)
07-11 14:51:50.508 W/PackageManager(  374): Not granting permission android.permission.READ_LOGS to package com.qihoo360.mobilesafe (protectionLevel=50 flags=0x88be44)
07-11 14:51:50.515 W/PackageManager(  374): Unknown permission com.qihoo360.mobilesafe_lite.permission.FORCE_CLOSE in package com.qihoo360.mobilesafe
07-11 14:51:50.515 W/PackageManager(  374): Unknown permission telecom.mdesk.permission.FORCE_CLOSE in package com.qihoo360.mobilesafe
07-11 14:51:50.515 W/PackageManager(  374): Not granting permission android.permission.INSTALL_PACKAGES to package com.qihoo360.mobilesafe (protectionLevel=18 flags=0x88be44)
07-11 14:51:50.515 W/PackageManager(  374): Not granting permission android.permission.SET_ALWAYS_FINISH to package com.qihoo360.mobilesafe (protectionLevel=50 flags=0x88be44)
07-11 14:51:50.515 W/PackageManager(  374): Unknown permission android.permission.ACCESS_SUPERUSER in package com.qihoo360.mobilesafe
07-11 14:51:50.515 W/PackageManager(  374): Unknown permission com.qihoo360.mobilesafe.shield.permission.broadcast in package com.qihoo360.mobilesafe
07-11 14:51:50.523 W/PackageManager(  374): Unknown permission com.qihoo360.contacts.permission.broadcast in package com.qihoo360.mobilesafe
07-11 14:51:50.523 W/PackageManager(  374): Unknown permission com.qihoo360.privatehome.permission.openAppActivity in package com.qihoo360.mobilesafe
07-11 14:51:50.523 W/PackageManager(  374): Not granting permission android.permission.INSTALL_PACKAGES to package com.qihoo.appstore (protectionLevel=18 flags=0x88be44)
07-11 14:51:50.523 W/PackageManager(  374): Not granting permission android.permission.DELETE_PACKAGES to package com.qihoo.appstore (protectionLevel=18 flags=0x88be44)
07-11 14:51:50.523 W/PackageManager(  374): Not granting permission android.permission.CLEAR_APP_USER_DATA to package com.qihoo.appstore (protectionLevel=2 flags=0x88be44)
07-11 14:51:50.523 W/PackageManager(  374): Not granting permission android.permission.WRITE_MEDIA_STORAGE to package com.qihoo.appstore (protectionLevel=18 flags=0x88be44)
07-11 14:51:50.523 W/PackageManager(  374): Not granting permission android.permission.ACCESS_CACHE_FILESYSTEM to package com.qihoo.appstore (protectionLevel=18 flags=0x88be44)
07-11 14:51:50.523 W/PackageManager(  374): Unknown permission android.permission.READ_OWNER_DATA in package com.qihoo.appstore
07-11 14:51:50.523 W/PackageManager(  374): Unknown permission android.permission.WRITE_OWNER_DATA in package com.qihoo.appstore
07-11 14:51:50.523 W/PackageManager(  374): Not granting permission android.permission.CHANGE_CONFIGURATION to package com.qihoo.appstore (protectionLevel=50 flags=0x88be44)
07-11 14:51:50.523 W/PackageManager(  374): Unknown permission com.htc.launcher.permission.READ_SETTINGS in package com.qihoo.appstore
07-11 14:51:50.531 W/PackageManager(  374): Not granting permission android.permission.DEVICE_POWER to package com.qihoo.appstore (protectionLevel=2 flags=0x88be44)
07-11 14:51:50.531 W/PackageManager(  374): Not granting permission android.permission.MOUNT_UNMOUNT_FILESYSTEMS to package com.qihoo.appstore (protectionLevel=18 flags=0x88be44)
07-11 14:51:50.531 W/PackageManager(  374): Unknown permission com.huaqin.launcherEx.permission.READ_SETTINGS in package com.qihoo.appstore
07-11 14:51:50.531 W/PackageManager(  374): Unknown permission com.huaqin.launcherEx.permission.WRITE_SETTINGS in package com.qihoo.appstore
07-11 14:51:50.531 W/PackageManager(  374): Unknown permission com.android.launcher.permission.READ_PHONE_STATE in package com.qihoo.appstore
07-11 14:51:50.531 W/PackageManager(  374): Unknown permission com.huawei.launcher3.permission.READ_SETTINGS in package com.qihoo.appstore
07-11 14:51:50.531 W/PackageManager(  374): Unknown permission com.qihoo360.launcher.permission.WRITE_SETTINGS in package com.qihoo.appstore
07-11 14:51:50.531 W/PackageManager(  374): Unknown permission com.qihoo360.launcher.permission.READ_SETTINGS in package com.qihoo.appstore
07-11 14:51:50.531 W/PackageManager(  374): Not granting permission android.permission.DEVICE_POWER to package com.google.android.deskclock (protectionLevel=2 flags=0xc8be45)
07-11 14:51:50.539 W/PackageManager(  374): Unknown permission android.permission.READ_OWNER_DATA in package com.google.android.setupwizard
07-11 14:51:50.539 W/PackageManager(  374): Unknown permission android.permission.WRITE_OWNER_DATA in package com.google.android.setupwizard
07-11 14:51:50.539 W/PackageManager(  374): Not granting permission android.permission.ACCESS_DOWNLOAD_MANAGER to package by.game.binumbers (protectionLevel=18 flags=0x8be44)
07-11 14:51:50.539 W/PackageManager(  374): Unknown permission android.permission.ACCESS_MTK_MMHW in package com.qihoo.permroot
07-11 14:51:50.547 W/PackageManager(  374): Unknown permission com.google.android.voicesearch.SHORTCUTS_ACCESS in package com.google.android.googlequicksearchbox
07-11 14:51:50.547 W/PackageManager(  374): Not granting permission android.permission.ACCOUNT_MANAGER to package com.google.android.music (protectionLevel=2 flags=0x88be65)
07-11 14:51:50.547 W/PackageManager(  374): Unknown permission android.permission.READ_OWNER_DATA in package com.nd.assistance
07-11 14:51:50.547 W/PackageManager(  374): Unknown permission android.permission.WRITE_OWNER_DATA in package com.nd.assistance
07-11 14:51:50.547 W/PackageManager(  374): Not granting permission android.permission.DEVICE_POWER to package com.nd.assistance (protectionLevel=2 flags=0x80ae46)
07-11 14:51:50.547 W/PackageManager(  374): Unknown permission com.android.providers.im.permission.READ_ONLY in package com.google.android.apps.maps
07-11 14:51:50.554 W/PackageManager(  374): Unknown permission android.permission.ACCESS_SUPERUSER in package com.jrummy.root.browser
07-11 14:51:50.554 W/PackageManager(  374): Not granting permission android.permission.ACCESS_CHECKIN_PROPERTIES to package com.google.android.apps.googlevoice (protectionLevel=18 flags=0x8be44)
07-11 14:51:50.554 W/PackageManager(  374): Unknown permission com.google.android.apps.googlevoice.REMOTE_INTENT in package com.google.android.apps.googlevoice
07-11 14:51:50.554 W/PackageManager(  374): Unknown permission com.google.android.permission.RECEIVE_DATA_MESSAGE in package com.google.android.apps.googlevoice
07-11 14:51:50.554 W/PackageManager(  374): Unknown permission com.google.android.permission.SEND_DATA_MESSAGE in package com.google.android.apps.googlevoice
07-11 14:51:50.554 W/PackageManager(  374): Unknown permission com.android.providers.voicemail.permission.READ_WRITE_ALL_VOICEMAIL in package com.google.android.apps.googlevoice
07-11 14:51:50.554 W/PackageManager(  374): Unknown permission com.android.providers.voicemail.permission.READ_WRITE_OWN_VOICEMAIL in package com.google.android.apps.googlevoice
07-11 14:51:50.554 W/PackageManager(  374): Not granting permission com.google.android.apps.dashclock.permission.READ_EXTENSION_DATA to package com.betterapps.dashclock (protectionLevel=2 flags=0x8bbe44)
07-11 14:51:50.562 W/PackageManager(  374): Not granting permission android.permission.READ_LOGS to package com.pekall.emdm (protectionLevel=50 flags=0x88be46)
07-11 14:51:50.562 W/PackageManager(  374): Not granting permission android.permission.BIND_APPWIDGET to package com.pekall.emdm (protectionLevel=18 flags=0x88be46)
07-11 14:51:50.562 W/PackageManager(  374): Unknown permission com.pekall.emdm.launcher.permission.READ_SETTINGS in package com.pekall.emdm
07-11 14:51:50.562 W/PackageManager(  374): Unknown permission com.pekall.emdm.launcher.permission.WRITE_SETTINGS in package com.pekall.emdm
07-11 14:51:50.562 W/PackageManager(  374): Not granting permission android.permission.CHANGE_CONFIGURATION to package com.pekall.emdm (protectionLevel=50 flags=0x88be46)
07-11 14:51:50.562 W/PackageManager(  374): Not granting permission android.permission.INSTALL_PACKAGES to package com.pekall.emdm (protectionLevel=18 flags=0x88be46)
07-11 14:51:50.570 W/PackageManager(  374): Unknown permission android.permission.sec.ENTERPRISE_DEVICE_ADMIN in package com.pekall.emdm
07-11 14:51:50.570 W/PackageManager(  374): Unknown permission android.permission.sec.MDM_APP_MGMT in package com.pekall.emdm
07-11 14:51:50.570 W/PackageManager(  374): Unknown permission android.permission.sec.MDM_BLUETOOTH in package com.pekall.emdm
07-11 14:51:50.570 W/PackageManager(  374): Unknown permission android.permission.sec.MDM_INVENTORY in package com.pekall.emdm
07-11 14:51:50.570 W/PackageManager(  374): Unknown permission android.permission.sec.MDM_EXCHANGE in package com.pekall.emdm
